date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:19:18	1438/1438	---M--	200	added ('OK')	image/png	etag:%2266ccab20-59e%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/youtube.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/youtube.png	(from https://hyperfollow.com/kaihiel)
12:19:18	80/80	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:06%20GMT	https://hyperfollow.com/api/presaveSpotify/	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/api/presaveSpotify/index.html	(from https://hyperfollow.com/kaihiel)
12:19:18	36536/36536	---M--	200	added ('OK')	image/png	etag:%2266ccab1c-8eb8%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/tiktok.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/tiktok.png	(from https://hyperfollow.com/kaihiel)
12:19:18	54395/54395	---M--	200	added ('OK')	image/png	etag:%22673117d6-d47b%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/instagram.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/instagram.png	(from https://hyperfollow.com/kaihiel)
12:19:18	28676/28676	---M--	200	added ('OK')	image/png	etag:%2266ccab1c-7004%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/facebook.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/facebook.png	(from https://hyperfollow.com/kaihiel)
12:19:18	19425/19425	---M--	200	added ('OK')	image/png	etag:%2266ccab1d-4be1%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/apple%20music.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/apple%20music.png	(from https://hyperfollow.com/kaihiel)
12:19:19	14924/14924	---M--	200	added ('OK')	image/png	etag:%2266ccab1d-3a4c%22	https://hyperfollow.com/images/socialMediaIcons/hyperfollow/pinterest.png	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/images/socialMediaIcons/hyperfollow/pinterest.png	(from https://hyperfollow.com/kaihiel)
12:19:19	63272/63272	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:08%20GMT	https://hyperfollow.com/kaihiel/yo-te-amo-en-mil-lenguas	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/yo-te-amo-en-mil-lenguas.html	(from https://hyperfollow.com/kaihiel)
12:19:19	16247/16247	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_jjk3hd7w95hgp4qqjhobbr_1761056447132.jpg?fm=jpg&q=75&w=200&s=04c873754be6655b91bf296e3f571008	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_jjk3hd7w95hgp4qqjhobbr_17610564471322e2e.jpg	(from https://hyperfollow.com/kaihiel)
12:19:20	10214/10214	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_ezw3wmzmobtg7j020zo3xb_1758458300507.jpg?fm=jpg&q=75&w=200&s=b494d8896d7ce4f2617e63bc26cbd618	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_ezw3wmzmobtg7j020zo3xb_17584583005071a6f.jpg	(from https://hyperfollow.com/kaihiel)
12:19:20	52609/52609	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:09%20GMT	https://hyperfollow.com/kaihiel/te-ves-aburrida	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/te-ves-aburrida.html	(from https://hyperfollow.com/kaihiel)
12:19:21	67904/67904	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:09%20GMT	https://hyperfollow.com/kaihiel/desde-que-no-ests	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/desde-que-no-ests.html	(from https://hyperfollow.com/kaihiel)
12:19:21	14902/14902	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_0wltj6dkajaad1ewurhu9sb_1756737850960.jpg?fm=jpg&q=75&w=200&s=a97de55af2996a520747dc0c2d11d266	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_0wltj6dkajaad1ewurhu9sb_1756737850960f3e8.jpg	(from https://hyperfollow.com/kaihiel)
12:19:21	17705/17705	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jan%202026%2015:19:31%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_lcbbqp4ujct3ifh51vk8_1735660032948.jpg?fm=jpg&q=75&w=200&s=e8852d77ae03d4aba3407325ff13c3b3	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_lcbbqp4ujct3ifh51vk8_1735660032948e3e2.jpg	(from https://hyperfollow.com/kaihiel)
12:19:21	70658/70658	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:10%20GMT	https://hyperfollow.com/kaihiel/atraccin	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/atraccin.html	(from https://hyperfollow.com/kaihiel)
12:19:21	20771/20771	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_sm9uctwo68nkybfegovjj_1734215402776.jpg?fm=jpg&q=75&w=200&s=67eea7a5f56c2edd0922b0c96e4bf5e3	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_sm9uctwo68nkybfegovjj_1734215402776b2b3.jpg	(from https://hyperfollow.com/kaihiel)
12:19:21	18835/18835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_d07j85qzsghszhm4jd0gmr_1734217013337.jpg?fm=jpg&q=75&w=200&s=9c1d67d692d71866cabf38f5a9acbf51	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_d07j85qzsghszhm4jd0gmr_17342170133371dbf.jpg	(from https://hyperfollow.com/kaihiel)
12:19:22	68903/68903	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:11%20GMT	https://hyperfollow.com/kaihiel/the-white-way	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/the-white-way.html	(from https://hyperfollow.com/kaihiel)
12:19:22	20373/20373	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_uvih4jgir0rtd9n51kp1h_1733068436227.jpg?fm=jpg&q=75&w=200&s=4f3c182694ab11a33a31ffe45a444b16	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_uvih4jgir0rtd9n51kp1h_17330684362273fab.jpg	(from https://hyperfollow.com/kaihiel)
12:19:23	70551/70551	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:11%20GMT	https://hyperfollow.com/kaihiel/intimidad-2	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/intimidad-2.html	(from https://hyperfollow.com/kaihiel)
12:19:23	14970/14970	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_vxjugoqa5dbq7j2jviepr_1730468177804.jpg?fm=jpg&q=75&w=200&s=ac1adb8797f7bfcfa4aa179e189f97fa	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_vxjugoqa5dbq7j2jviepr_17304681778044f0d.jpg	(from https://hyperfollow.com/kaihiel)
12:19:23	68829/68829	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:12%20GMT	https://hyperfollow.com/kaihiel/ruptura	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/ruptura.html	(from https://hyperfollow.com/kaihiel)
12:19:23	18849/18849	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_dgqvanypfamssnww790as9_1727794740667.jpg?fm=jpg&q=75&w=200&s=7cc9f2681cbf14562e07dcb6aa57aa8f	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_dgqvanypfamssnww790as9_172779474066758df.jpg	(from https://hyperfollow.com/kaihiel)
12:19:24	69641/69641	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:12%20GMT	https://hyperfollow.com/kaihiel/renunciar-2	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/renunciar-2.html	(from https://hyperfollow.com/kaihiel)
12:19:24	15676/15676	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_egdwhz8i879pybbsmw8h68_1725194118402.jpg?fm=jpg&q=75&w=200&s=90803569dc35cbf61ba9f096cb505417	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_egdwhz8i879pybbsmw8h68_172519411840214b5.jpg	(from https://hyperfollow.com/kaihiel)
12:19:24	71711/71711	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:13%20GMT	https://hyperfollow.com/kaihiel/cmo-hacer-para-olvidarte	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/cmo-hacer-para-olvidarte.html	(from https://hyperfollow.com/kaihiel)
12:19:24	13652/13652	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_df08gby2b5aaxlzde38z6u_1725194118375.jpg?fm=jpg&q=75&w=200&s=9e58cd13b66cc054dc370fbb8d6e96e5	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_df08gby2b5aaxlzde38z6u_17251941183753190.jpg	(from https://hyperfollow.com/kaihiel)
12:19:25	71592/71592	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:13%20GMT	https://hyperfollow.com/kaihiel/no-me-rechaces-otra-vez	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/no-me-rechaces-otra-vez.html	(from https://hyperfollow.com/kaihiel)
12:19:25	21205/21205	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_5glyvopn6qrnhkz6fs27l_1725194118378.jpg?fm=jpg&q=75&w=200&s=10aea2ffd86af75eb3ead775b4c3bfdb	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_5glyvopn6qrnhkz6fs27l_17251941183789575.jpg	(from https://hyperfollow.com/kaihiel)
12:19:25	67519/67519	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:14%20GMT	https://hyperfollow.com/kaihiel/adis-no-es-olvido	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/adis-no-es-olvido.html	(from https://hyperfollow.com/kaihiel)
12:19:25	20678/20678	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_ynnuo8x3ewpjb2i1scxth_1725194118381.jpg?fm=jpg&q=75&w=200&s=e7f4332ec98168386fde2ec965ce534c	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_ynnuo8x3ewpjb2i1scxth_172519411838111be.jpg	(from https://hyperfollow.com/kaihiel)
12:19:26	65673/65673	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:14%20GMT	https://hyperfollow.com/kaihiel/maduraron	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/maduraron.html	(from https://hyperfollow.com/kaihiel)
12:19:26	17099/17099	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_xftraljxqmg59iq4553gu_1725194118383.jpg?fm=jpg&q=75&w=200&s=38459bd68302694f6525206c2312d7b0	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_xftraljxqmg59iq4553gu_1725194118383990f.jpg	(from https://hyperfollow.com/kaihiel)
12:19:26	65667/65667	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:15%20GMT	https://hyperfollow.com/kaihiel/wormhole-2024	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/wormhole-2024.html	(from https://hyperfollow.com/kaihiel)
12:19:26	15734/15734	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_ui43grhanknnxp8lcu0x_1725194118385.jpg?fm=jpg&q=75&w=200&s=4b62401e34c72b8f31f0beb9b7cc242d	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_ui43grhanknnxp8lcu0x_1725194118385cc0d.jpg	(from https://hyperfollow.com/kaihiel)
12:19:26	65885/65885	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:15%20GMT	https://hyperfollow.com/kaihiel/hombrecito-de-papel	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/hombrecito-de-papel.html	(from https://hyperfollow.com/kaihiel)
12:19:26	18146/18146	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_72t8lfy40e6swl518fi74_1725194118387.jpg?fm=jpg&q=75&w=200&s=120a026077fa7e82eecf7ade1ba5a2d3	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_72t8lfy40e6swl518fi74_1725194118387828f.jpg	(from https://hyperfollow.com/kaihiel)
12:19:27	65758/65758	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:15%20GMT	https://hyperfollow.com/kaihiel/extracorporal	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/extracorporal.html	(from https://hyperfollow.com/kaihiel)
12:19:27	22890/22890	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_79fa2mbw7ruz7mb34vmojq_1725194118390.jpg?fm=jpg&q=75&w=200&s=836131dd98615586faee8a6a294c00bc	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_79fa2mbw7ruz7mb34vmojq_17251941183901e71.jpg	(from https://hyperfollow.com/kaihiel)
12:19:27	65818/65818	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:16%20GMT	https://hyperfollow.com/kaihiel/libertad-solar	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/libertad-solar.html	(from https://hyperfollow.com/kaihiel)
12:19:27	18368/18368	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_sblwlnzduvpni7a5u0nkm_1725194118392.jpg?fm=jpg&q=75&w=200&s=7aee44007e4f4c684f0a42c67f01e152	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_sblwlnzduvpni7a5u0nkm_1725194118392805c.jpg	(from https://hyperfollow.com/kaihiel)
12:19:28	65518/65518	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:16%20GMT	https://hyperfollow.com/kaihiel/dnde-vas-por-verdad	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/dnde-vas-por-verdad.html	(from https://hyperfollow.com/kaihiel)
12:19:28	12257/12257	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_itawzyjawdcoasodbvosz_1725194118394.jpg?fm=jpg&q=75&w=200&s=ec9a205d23c7e226035e4606d2ee4585	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_itawzyjawdcoasodbvosz_1725194118394c978.jpg	(from https://hyperfollow.com/kaihiel)
12:19:28	64314/64314	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:17%20GMT	https://hyperfollow.com/kaihiel/dualidad	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/dualidad.html	(from https://hyperfollow.com/kaihiel)
12:19:28	17906/17906	---M--	200	added ('OK')	image/jpeg	date:Wed,%2028%20Jan%202026%2015:02:35%20GMT	https://distrokid.imgix.net/http%3A%2F%2Fgather.fandalism.com%2Fhyperfollow-blob_image_2967039_szs5357razsgqakardp7w_1725194118396.jpg?fm=jpg&q=75&w=200&s=70fa950d11648456cb042835878195c4	C:/My%20Web%20Sites/KaihielHiperfollow/distrokid.imgix.net/http_/gather.fandalism.com/hyperfollow-blob_image_2967039_szs5357razsgqakardp7w_172519411839664c2.jpg	(from https://hyperfollow.com/kaihiel)
12:19:29	65689/65689	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Jan%202026%2015:19:17%20GMT	https://hyperfollow.com/kaihiel/despierta-consciencia	C:/My%20Web%20Sites/KaihielHiperfollow/hyperfollow.com/kaihiel/despierta-consciencia.html	(from https://hyperfollow.com/kaihiel)
